"task_index","scheduler_job_id","map_id","map_file","map_sha256","map_case_index","country","country_ordinal","candidate_slot","candidate_start","opponent_start","engine_seed","repeat","winner","endpoint_status","updates","candidate_buildings","opponent_buildings","source_commit","program_sha256","allocation_sha256","cell_sha256","cell_path"
"417","24605803","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","63","French","2","1","88,34","39,82","3002400063","0","candidate","candidate_win","10702","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c11099429a3571108f1851cafdd3634d598590a97f70548afe3dddbd5170c6ed","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-417/cell.json"
"418","24605804","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","67","French","2","1","151,119","88,34","3002400067","0","candidate","candidate_win","22526","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e689e3b51067077eed5bee9083d3d7f801e8eded7ffb33f41fdd794d75892328","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-418/cell.json"
"419","24605826","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","71","French","2","1","119,152","151,119","3002400071","0","opponent","baseline_win","12682","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","60afeea325a816f05183ebeda48b44572ac8dc6c206110af0784b30f3933620e","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-419/cell.json"
"420","24606044","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","72","Germans","3","0","39,82","88,34","3002400072","0","opponent","baseline_win","7786","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","4c3671e2dc8c8df613e5585e847dc5dd9eec13720cb25fe7b72b5f604cf246ae","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-420/cell.json"
"421","24606047","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","76","Germans","3","0","88,34","151,119","3002400076","0","candidate","candidate_win","19964","14","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","988711618406a2295eed849f7352d845db7bd32016a8d5632e75472af8c221d1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-421/cell.json"
"422","24606048","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","80","Germans","3","0","151,119","119,152","3002400080","0","opponent","baseline_win","16595","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","f67f97c48cce7a3e72d4c32104a4f4381a5f5f374c9e6d2e0efc4d707dd5a937","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-422/cell.json"
"423","24606049","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","81","Germans","3","0","119,152","39,82","3002400081","0","candidate","candidate_win","12514","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","5953842770668d230e203209240bdf16cc262a3ca0e5321dde9dfd9d43813ea6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-423/cell.json"
"424","24606050","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","84","Germans","3","1","39,82","88,34","3002400084","0","candidate","candidate_win","7613","7","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e0b2be581fc07d2cfc0f1ca4be18af8703dee437c67de0c769901962b59eb97e","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-424/cell.json"
"425","24606052","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","88","Germans","3","1","88,34","151,119","3002400088","0","candidate","candidate_win","21261","14","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b01bf7d570a8641e56e076a21cdb3af727b4448dd3881aa6e426c3e327d1747f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-425/cell.json"
"426","24606053","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","92","Germans","3","1","151,119","119,152","3002400092","0","draw","engine_nonliteral_termination_draw","66208","0","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","a26b025843ce891035e3ae5a1ef5b1049eaed5aaf12d095c68396e5fe588ce7b","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-426/cell.json"
"427","24606054","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","93","Germans","3","1","119,152","39,82","3002400093","0","candidate","candidate_win","12838","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","3e4ec5958e3f8d867b3bd79180601386a0cb78ca2fa40cd5002e56b71dc9571d","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-427/cell.json"
"428","24606059","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","97","British","4","0","39,82","151,119","3002400097","0","candidate","candidate_win","30338","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ed8d3b7e1b158ef3afd6d64de97a963ebcd1897a9fa1cbd7a5582f953e0fe909","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-428/cell.json"
"429","24606060","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","101","British","4","0","88,34","119,152","3002400101","0","candidate","candidate_win","23043","15","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","03990196b52586d77412b19d60ee011b601488b51fcf936122cb28b31cde96b4","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-429/cell.json"
"430","24606113","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","102","British","4","0","151,119","39,82","3002400102","0","opponent","baseline_win","89226","0","18","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","101d87d8f5fc6b80dde4b039fd74491bceb1e80a452a81d4edac0eba5fa65315","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-430/cell.json"
"431","24606114","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","106","British","4","0","119,152","88,34","3002400106","0","candidate","candidate_win","30320","21","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ea342b7059de54eeeaac34e94b5039ea39ae1c501a609f4956c74257f8730ff8","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-431/cell.json"
"432","24606115","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","109","British","4","1","39,82","151,119","3002400109","0","candidate","candidate_win","30697","17","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9f8c0b43fa43a72f2b4d4533a20eba0849c1becadd86edea7228dd7c842d8c1c","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-432/cell.json"
"433","24606116","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","113","British","4","1","88,34","119,152","3002400113","0","candidate","candidate_win","21665","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e47c598f7010ebf89f1305dc7bcaefd2cb48203771b76e54f7a360ce245815e3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-433/cell.json"
"434","24606134","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","114","British","4","1","151,119","39,82","3002400114","0","opponent","baseline_win","9354","0","1","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e28af5fc7118e28222c3d09dd36ae4dddb6ab3337cccb7c5ba9c66c5333dcf4e","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-434/cell.json"
"435","24606135","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","118","British","4","1","119,152","88,34","3002400118","0","candidate","candidate_win","51111","18","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ff20bd7935d6f95d57e0472e5597ce136046b701e1121687f1e4a7d1a1e7909d","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-435/cell.json"
"436","24606190","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","122","Africans","5","0","39,82","119,152","3002400122","0","opponent","baseline_win","25441","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9357ce67cf0711f137c1f7ab4def632d2efbeda07f56668d451a5f658fb64737","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-436/cell.json"
"437","24606191","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","123","Africans","5","0","88,34","39,82","3002400123","0","opponent","baseline_win","27271","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","4dcdc8b35c389353a23a3315b0f13751a53dfd54bfd4b2356b9cf0a605a18edb","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-437/cell.json"
"438","24606192","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","127","Africans","5","0","151,119","88,34","3002400127","0","candidate","candidate_win","29638","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","19ccb32456f4065067d448b3b807db7e83cede6f36d787f59de448e6170e0fd2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-438/cell.json"
"439","24606193","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","131","Africans","5","0","119,152","151,119","3002400131","0","opponent","baseline_win","36701","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","21767109306cc075abd3dddb677e7d19f989035a864718bd3bfb1b5e99ba27fd","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-439/cell.json"
"440","24606194","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","134","Africans","5","1","39,82","119,152","3002400134","0","opponent","baseline_win","22073","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b5c3f916cc77edf18e773cee49290e99fe1801d7b0a478ccb91eea2a3141f714","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-440/cell.json"
"441","24606195","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","135","Africans","5","1","88,34","39,82","3002400135","0","candidate","candidate_win","44065","21","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","8e0d7d0f540b7efeced0e556fe5337d8df3774535bf2a1fdb4a7b57e84890812","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-441/cell.json"
"442","24606197","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","139","Africans","5","1","151,119","88,34","3002400139","0","opponent","baseline_win","11820","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e05140452ea210e6810aec07ce1b496b055c33e58a1dbcace3d6a583dd356be6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-442/cell.json"
"443","24606198","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","143","Africans","5","1","119,152","151,119","3002400143","0","candidate","candidate_win","54992","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","e6cd88c297034cb5baf7f5690ebc086c6d0282f3cc7fbbfb8acbd4d24f67214a","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-443/cell.json"
"444","24606199","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","144","Arabs","6","0","39,82","88,34","3002400144","0","candidate","candidate_win","26014","11","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b7fc55a30ab182bb60e5bc08c3b00bf11578b628fc57dfe22e85fb31a1debaac","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-444/cell.json"
"445","24606200","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","148","Arabs","6","0","88,34","151,119","3002400148","0","candidate","candidate_win","21934","16","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","de1d489819372ae7f23686efbf58bf148f9c2f288cffbe6b5c7a108918428389","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-445/cell.json"
"446","24606201","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","152","Arabs","6","0","151,119","119,152","3002400152","0","candidate","candidate_win","11285","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","56045f10721577902292f5537675f11917a60fcccbebab45a077fa5ead48f4de","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-446/cell.json"
"447","24606202","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","153","Arabs","6","0","119,152","39,82","3002400153","0","candidate","candidate_win","9430","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","ef7ede265d0195f516d294188ed131f1e655d47d710612c11abb5d9a18ed0b38","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-447/cell.json"
"448","24606203","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","156","Arabs","6","1","39,82","88,34","3002400156","0","opponent","baseline_win","24166","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","87d05f51989d96229a71df0d1e9fdb63e09dfd96ad4789e99a385b03ab71874b","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-448/cell.json"
"449","24606205","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","160","Arabs","6","1","88,34","151,119","3002400160","0","candidate","candidate_win","21685","15","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","54f4874f2277907cbc0cc008bbadbbd56a701d39d73d6becab8c39a914d7e826","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-449/cell.json"
"450","24606207","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","164","Arabs","6","1","151,119","119,152","3002400164","0","candidate","candidate_win","24113","14","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b8c0940deeb706513f3f7b64b95520e985bd70be9f413e38a6762574c943d44f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-450/cell.json"
"451","24606210","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","165","Arabs","6","1","119,152","39,82","3002400165","0","candidate","candidate_win","9576","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","6ab3c8393b434d5a2225a092eb14eb630e2d4d240476683771ba19da14b8d813","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-451/cell.json"
"452","24606211","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","169","Confederation","7","0","39,82","151,119","3002400169","0","draw","tick_cap_draw","90000","1","17","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b0918bf080718b2b2535256ccd1115899a64b50b6d80a18c1e889ede9338ac95","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-452/cell.json"
"453","24606212","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","173","Confederation","7","0","88,34","119,152","3002400173","0","candidate","candidate_win","37265","11","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","095f01eade61d73397548914c3ea211b75b9535f2d7af0c496d6ef9cba9bb4f1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-453/cell.json"
"454","24606213","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","174","Confederation","7","0","151,119","39,82","3002400174","0","candidate","candidate_win","11369","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","47dc9e1172dad37e73bd25f1f0e796ca6439cfe0769e10f92e2a0aab1f3635d2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-454/cell.json"
"455","24606214","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","178","Confederation","7","0","119,152","88,34","3002400178","0","opponent","baseline_win","70248","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9828a83b77c45df1da5f210e2ffcdd05ad8a9b956abfbf405a416a582e59c6ff","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-455/cell.json"
"456","24606215","hfo-corners-b-golden","cd_chrono_heckcorners_b_golden.map","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","181","Confederation","7","1","39,82","151,119","3002400181","0","draw","tick_cap_draw","90000","3","18","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","2bb32f518f2ce960f1b73b3b1acbfbc844c659ffd3046d52e81bbaf506b79994","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-456/cell.json"
