"task_index","scheduler_job_id","map_id","map_file","map_sha256","map_case_index","country","country_ordinal","candidate_slot","candidate_start","opponent_start","engine_seed","repeat","winner","endpoint_status","updates","candidate_buildings","opponent_buildings","source_commit","program_sha256","allocation_sha256","cell_sha256","cell_path"
"184","24604275","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","201","Germans","3","0","50,121","88,34","3002100201","0","opponent","baseline_win","15310","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","d5575be8c902220dfa8f5cc098f08910a143d657c64394fc54197aab84026339","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-184/cell.json"
"185","24604277","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","205","Germans","3","0","119,152","39,82","3002100205","0","candidate","candidate_win","20643","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b25da656a111627b4079b1db5f897b119567559427abc588dfd54a68be74d0e6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-185/cell.json"
"186","24604279","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","212","Germans","3","1","39,82","120,83","3002100212","0","candidate","candidate_win","12334","5","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","b8e1e4ab7cd9ac03e85e257587194f7c88057fe66207b310def753d03fc781ab","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-186/cell.json"
"187","24604280","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","219","Germans","3","1","88,34","119,152","3002100219","0","candidate","candidate_win","42766","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","3675763313a5b66ea635029b0a0fdd44dc9a256fa57378efeff283e30683be73","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-187/cell.json"
"188","24604281","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","223","Germans","3","1","151,119","50,121","3002100223","0","candidate","candidate_win","28208","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","51df528908a77b81dc764d1af22a8e390340be57f94e8a5f54dc47acd14a7375","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-188/cell.json"
"189","24604390","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","227","Germans","3","1","120,83","151,119","3002100227","0","opponent","baseline_win","12982","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","3c4052f5490824b24b359dd9128be3b07fdb4f0f0c8440e09649929f11d000ba","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-189/cell.json"
"190","24604482","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","231","Germans","3","1","50,121","88,34","3002100231","0","opponent","baseline_win","12634","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","4dd4a8ac5148fe5a7fb39c5ccac649294ed612b0f9e33824e42259edc5fdad97","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-190/cell.json"
"191","24604483","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","235","Germans","3","1","119,152","39,82","3002100235","0","candidate","candidate_win","12430","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","7d181afe4456c59dc4cf65a3e1a3bb4c264ef39c291aa932b54fa5fdf9963786","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-191/cell.json"
"192","24604484","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","243","British","4","0","39,82","50,121","3002100243","0","opponent","baseline_win","6952","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","33cccc7a516fc654169218f723d178253dc763f511f7ffae3b6ce317ffea0e51","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-192/cell.json"
"193","24604485","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","246","British","4","0","88,34","151,119","3002100246","0","candidate","candidate_win","19970","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","49055a2e9746c88c98825257f5350820bdd39d5e57c64b8c63b1f266ca4b202e","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-193/cell.json"
"194","24604487","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","250","British","4","0","151,119","39,82","3002100250","0","candidate","candidate_win","10708","1","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c816347c729a6c53f0a9dc47ee521e6480d0b439f9c7e97e4a3a48925f69cf46","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-194/cell.json"
"195","24604492","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","259","British","4","0","120,83","119,152","3002100259","0","candidate","candidate_win","50863","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","2c48aeea995c2b0c213a3b7cb6edbf25f7c2266390e7a1170bb1eb7732825f52","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-195/cell.json"
"196","24604493","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","263","British","4","0","50,121","120,83","3002100263","0","opponent","baseline_win","24694","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","325090747542b3519507326e8a86159898d135f2acc83d22970ba9d60f048b4f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-196/cell.json"
"197","24604494","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","266","British","4","0","119,152","88,34","3002100266","0","candidate","candidate_win","19323","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","5ee74a5a08b48c4f18487b65f41516904e49fba384872caa45c63a42d3bb8d79","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-197/cell.json"
"198","24604495","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","273","British","4","1","39,82","50,121","3002100273","0","opponent","baseline_win","7342","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","97038711e3b1e451b9e63fb1ca510577918c3041bac6ff692530c0bc0b575c45","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-198/cell.json"
"199","24604496","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","276","British","4","1","88,34","151,119","3002100276","0","candidate","candidate_win","20085","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","55746ad6ae176c2ad079a35c6300398b278b25080ea838c3c2a9aec52a7eecbd","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-199/cell.json"
"200","24604516","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","280","British","4","1","151,119","39,82","3002100280","0","candidate","candidate_win","11164","1","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","00a6c483630c73d15a8de78e573f182a3bdbdc5102d031257fa97c63293fde81","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-200/cell.json"
"201","24604517","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","289","British","4","1","120,83","119,152","3002100289","0","candidate","candidate_win","50206","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","45f521d549d8496647577571337f8115e99b63c491645fe7ad669cafd9a3eb5f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-201/cell.json"
"202","24604518","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","293","British","4","1","50,121","120,83","3002100293","0","opponent","baseline_win","9578","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","1b12979145499ac347ada538184957c6750130b1620799f86d49fdfc909a0b61","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-202/cell.json"
"203","24604520","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","296","British","4","1","119,152","88,34","3002100296","0","candidate","candidate_win","20225","13","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","a7a984275781638ba03ef3ad1a791030ebfb5568d2dd8bc0c5549b08db25da47","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-203/cell.json"
"204","24604521","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","304","Africans","5","0","39,82","119,152","3002100304","0","draw","tick_cap_draw","90000","1","18","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","f6d74dae6f488fcc11b0d65a8348e4219dc303ea3cfafc8c0292441beaca49dd","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-204/cell.json"
"205","24604522","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","308","Africans","5","0","88,34","50,121","3002100308","0","candidate","candidate_win","9810","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","4efc7524e2616224973812fcc0ee2f5dc65e24936cbfaca146ae5abacf52ecfb","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-205/cell.json"
"206","24604523","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","312","Africans","5","0","151,119","120,83","3002100312","0","opponent","baseline_win","20218","0","5","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","c00009e8f125c0bdb6af2f6322db5df441d93b4b1a0a95a987c94c4abf79493f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-206/cell.json"
"207","24604524","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","316","Africans","5","0","120,83","88,34","3002100316","0","opponent","baseline_win","22360","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","0811feb3273e5460b727d79cf3263dc411f712296bebc59748d31ef5495fba92","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-207/cell.json"
"208","24604526","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","320","Africans","5","0","50,121","39,82","3002100320","0","opponent","baseline_win","21138","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","555f9c97c5d20fca597a93b6691adbea869523514be4b83f48407ed91f3173fa","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-208/cell.json"
"209","24604529","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","327","Africans","5","0","119,152","151,119","3002100327","0","opponent","baseline_win","40917","0","16","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","fe8038f7428586044630e11b5023b3591fb8f49f46f8c66267bef4e06aa44740","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-209/cell.json"
"210","24604530","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","334","Africans","5","1","39,82","119,152","3002100334","0","draw","tick_cap_draw","90000","1","18","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","2bd3be3700d1f38fa1b48dd48a91bbd4de26e9865f4a979c388434b7fee2c658","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-210/cell.json"
"211","24604531","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","338","Africans","5","1","88,34","50,121","3002100338","0","candidate","candidate_win","10453","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","53ab324ed20ab9c6968156f3511b871ab1067ae912c4b79e132438d5688684ec","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-211/cell.json"
"212","24604538","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","342","Africans","5","1","151,119","120,83","3002100342","0","candidate","candidate_win","18700","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","bde5370c1875a721366d257780843fff7e953f2a274d97d940aec9a2cfe97baf","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-212/cell.json"
"213","24604540","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","346","Africans","5","1","120,83","88,34","3002100346","0","candidate","candidate_win","19357","9","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","77fbaff93f1823ba52adeafddd4b86ea711f756252ea7814c768cc4c64440b64","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-213/cell.json"
"214","24604541","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","350","Africans","5","1","50,121","39,82","3002100350","0","opponent","baseline_win","26651","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","128799a103416ced1dc840eebccc7e0320876a4bc21eddf89e18ca8dcfac8667","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-214/cell.json"
"215","24604542","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","357","Africans","5","1","119,152","151,119","3002100357","0","candidate","candidate_win","8932","8","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","9966f9cee0ec7abd24e7d60cf2a87329a56ea522db0f828136fcea2b02442c2a","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-215/cell.json"
"216","24604543","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","363","Arabs","6","0","39,82","50,121","3002100363","0","candidate","candidate_win","7596","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","f1e50c3481cc86600bab2392b213755b7f060d574940e3b0162db6586c69abb3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-216/cell.json"
"217","24604545","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","369","Arabs","6","0","88,34","119,152","3002100369","0","candidate","candidate_win","50662","20","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","5ceab7276cb513c3c5d7f65fcb336cae0b02edf6a25e5e9acc5b8b0f65b54d77","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-217/cell.json"
"218","24604546","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","372","Arabs","6","0","151,119","120,83","3002100372","0","opponent","baseline_win","17437","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","feec2df632a46f38f9739e45fcaad3555691edb5a11c92ab24b1e2a0dc28d697","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-218/cell.json"
"219","24604547","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","377","Arabs","6","0","120,83","151,119","3002100377","0","candidate","candidate_win","20320","10","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","8a8d3146762b22c7207780da1547e572dcda9e0103f13d8a4eaff89e7b4ca8d7","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-219/cell.json"
"220","24604548","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","380","Arabs","6","0","50,121","39,82","3002100380","0","opponent","baseline_win","17580","0","6","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","25c108602ee8080d9c4825088aad5dd4294d203fe410cb890d63e0b3fcb2fae3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-220/cell.json"
"221","24604549","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","386","Arabs","6","0","119,152","88,34","3002100386","0","candidate","candidate_win","26236","6","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","6ff017700e27c097774cc083257775bf5ee225c63ca16899ec98e1f192918eba","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-221/cell.json"
"222","24604550","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","393","Arabs","6","1","39,82","50,121","3002100393","0","candidate","candidate_win","6260","5","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","28aa0d25883075c5b7552f36c9933c8df85795c4212b97c70c62f9d8c0cf8c0f","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-222/cell.json"
"223","24604552","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","399","Arabs","6","1","88,34","119,152","3002100399","0","candidate","candidate_win","34105","19","0","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","918112e3277eb7284283c09619b2cbbdd896bad44cfe0b747e5aefaa2a025464","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-223/cell.json"
"224","24604553","hfo-golden","cd_chrono_heckgolden.mpr","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","402","Arabs","6","1","151,119","120,83","3002100402","0","opponent","baseline_win","18938","0","7","a60efffa5f321f828ce1a6b7178b4a7c31483c31","e87fc92b01a072959125780a8e961d0e22854ad4b5759a963f861233a26a61ef","5a838bd9cb3edf06df288914ad5cea60b61983f29d183a1efdeb5a3c90e3295e","87d0970e3db88df42f007da3f8a33de50caab1671f17eb2a04177635fab9d01d","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/cells/task-224/cell.json"
