"map_id","stratum_type","stratum","games","wins","draws","losses","winRate","scoreRate","oneSided95WilsonWinLower","medianLiteralWinUpdates","tickCapCount","source_path"
"hfo-rvr","slot","1","18","13","3","2","0.7222222222222222","0.8055555555555556","0.5286938303240728","21190","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","start","151,118","18","17","0","1","0.9444444444444444","0.9444444444444444","0.7852331161361741","9832","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","start","88,34","18","9","8","1","0.5","0.7222222222222222","0.31926013888728955","22138","7","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","0","4","3","1","0","0.75","0.875","0.3561680085985971","8962","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","1","4","2","2","0","0.5","0.75","0.18240016325469935","15639.5","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","2","4","1","1","2","0.25","0.375","0.05790732119988024","8662","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","3","4","2","2","0","0.5","0.75","0.18240016325469935","16026","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","4","4","2","2","0","0.5","0.75","0.18240016325469935","9647.5","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","5","4","4","0","0","1","1","0.5965213747974335","16801","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","6","4","4","0","0","1","1","0.5965213747974335","21613","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","7","4","4","0","0","1","1","0.5965213747974335","21664","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-rvr","country","8","4","4","0","0","1","1","0.5965213747974335","49646","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","faction","Allied","20","11","2","7","0.55","0.6","0.3722077075529814","11835","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","faction","Soviet","16","8","0","8","0.5","0.5","0.3098430968466183","20567","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","slot","0","18","8","0","10","0.4444444444444444","0.4444444444444444","0.2719364054526959","35467","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","slot","1","18","11","2","5","0.6111111111111112","0.6666666666666666","0.41977476572473044","9520","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","start","39,82","18","6","2","10","0.3333333333333333","0.3888888888888889","0.18332209055179066","24509","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","start","88,34","18","13","0","5","0.7222222222222222","0.7222222222222222","0.5286938303240728","20544","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","0","4","2","0","2","0.5","0.5","0.18240016325469935","17907","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","1","4","1","1","2","0.25","0.375","0.05790732119988024","11835","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","2","4","2","1","1","0.5","0.625","0.18240016325469935","20271.5","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","3","4","3","0","1","0.75","0.75","0.3561680085985971","9454","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","4","4","3","0","1","0.75","0.75","0.3561680085985971","49580","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","5","4","2","0","2","0.5","0.5","0.18240016325469935","14661","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","6","4","1","0","3","0.25","0.25","0.05790732119988024","9107","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","7","4","3","0","1","0.75","0.75","0.3561680085985971","20590","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"hfo-tvt","country","8","4","2","0","2","0.5","0.5","0.18240016325469935","37410","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","faction","Allied","60","18","0","42","0.3","0.3","0.21305063010930772","17985","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","faction","Soviet","48","20","1","27","0.4166666666666667","0.4270833333333333","0.3071451154863425","17939","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","slot","0","54","16","0","38","0.2962962962962963","0.2962962962962963","0.20580229392018368","15311","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","slot","1","54","22","1","31","0.4074074074074074","0.4166666666666667","0.30440778972841437","20960.5","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","111,61","18","7","0","11","0.3888888888888889","0.3888888888888889","0.22658978563143434","9626","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","22,72","18","4","0","14","0.2222222222222222","0.2222222222222222","0.10391618308455004","20630.5","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","41,91","18","2","1","15","0.1111111111111111","0.1388888888888889","0.03747700670722882","22006","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","62,111","18","9","0","9","0.5","0.5","0.31926013888728955","20060","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","72,22","18","11","0","7","0.6111111111111112","0.6111111111111112","0.41977476572473044","14253","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","start","91,41","18","5","0","13","0.2777777777777778","0.2777777777777778","0.14232387013748057","36866","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","0","12","4","0","8","0.3333333333333333","0.3333333333333333","0.15948534492587516","9820.5","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","1","12","6","0","6","0.5","0.5","0.2855348543775757","16017","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","2","12","1","0","11","0.08333333333333333","0.08333333333333333","0.018816049516368744","11834","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","3","12","5","0","7","0.4166666666666667","0.4166666666666667","0.21997788069182345","32766","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","4","12","2","0","10","0.16666666666666666","0.16666666666666666","0.05678055274946089","23862.5","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","5","12","5","0","7","0.4166666666666667","0.4166666666666667","0.21997788069182345","9613","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","6","12","7","0","5","0.5833333333333334","0.5833333333333334","0.35598101490059175","25351","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","7","12","4","1","7","0.3333333333333333","0.375","0.15948534492587516","21173.5","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"tour-of-egypt","country","8","12","4","0","8","0.3333333333333333","0.3333333333333333","0.15948534492587516","27506","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","faction","Allied","40","2","37","1","0.05","0.5125","0.016686282214944323","25151","22","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","faction","Soviet","32","1","28","3","0.03125","0.46875","0.007002788780187585","28565","18","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","slot","0","36","1","33","2","0.027777777777777776","0.4861111111111111","0.006221598737045986","30228","21","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","slot","1","36","2","32","2","0.05555555555555555","0.5","0.018557962087114216","24319.5","19","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","start","110,55","18","2","16","0","0.1111111111111111","0.5555555555555556","0.03747700670722882","25151","13","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","start","152,96","18","0","16","2","0","0.4444444444444444","0","","8","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","start","57,98","18","0","16","2","0","0.4444444444444444","0","","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","start","99,148","18","1","17","0","0.05555555555555555","0.5277777777777778","0.01249319576298945","28565","13","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","0","8","0","8","0","0","0.5","0","","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","1","8","0","8","0","0","0.5","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","2","8","2","5","1","0.25","0.5625","0.08651484419908748","25151","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","3","8","0","8","0","0","0.5","0","","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","4","8","0","8","0","0","0.5","0","","7","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","5","8","0","8","0","0","0.5","0","","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","6","8","0","8","0","0","0.5","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","7","8","1","6","1","0.125","0.5","0.028399323737820666","28565","4","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific","country","8","8","0","6","2","0","0.375","0","","5","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","faction","Allied","20","0","16","4","0","0.4","0","","8","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","faction","Soviet","16","0","16","0","0","0.5","0","","9","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","slot","0","18","0","15","3","0","0.4166666666666667","0","","7","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","slot","1","18","0","17","1","0","0.4722222222222222","0","","10","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","start","152,96","18","0","18","0","0","0.5","0","","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","start","57,98","18","0","14","4","0","0.3888888888888889","0","","11","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","0","4","0","4","0","0","0.5","0","","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","1","4","0","3","1","0","0.375","0","","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","2","4","0","4","0","0","0.5","0","","1","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","3","4","0","2","2","0","0.25","0","","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","4","4","0","3","1","0","0.375","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","5","4","0","4","0","0","0.5","0","","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","6","4","0","4","0","0","0.5","0","","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","7","4","0","4","0","0","0.5","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"south-pacific-2","country","8","4","0","4","0","0","0.5","0","","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","faction","Allied","40","10","28","2","0.25","0.6","0.15570378386293388","10234","4","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","faction","Soviet","32","6","25","1","0.1875","0.578125","0.10019349618868637","10421.5","8","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","slot","0","36","8","25","3","0.2222222222222222","0.5694444444444444","0.1300209243148053","9824","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","slot","1","36","8","28","0","0.2222222222222222","0.6111111111111112","0.1300209243148053","11917","6","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","start","109,44","18","0","17","1","0","0.4722222222222222","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","start","148,108","18","0","18","0","0","0.5","0","","5","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","start","43,80","18","5","12","1","0.2777777777777778","0.6111111111111112","0.14232387013748057","10068","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","start","83,146","18","11","6","1","0.6111111111111112","0.7777777777777778","0.41977476572473044","10888","4","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","0","8","2","6","0","0.25","0.625","0.08651484419908748","9475","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","1","8","2","5","1","0.25","0.5625","0.08651484419908748","14082.5","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","2","8","2","6","0","0.25","0.625","0.08651484419908748","11992","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","3","8","2","6","0","0.25","0.625","0.08651484419908748","10060","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","4","8","2","5","1","0.25","0.5625","0.08651484419908748","15436.5","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","5","8","2","5","1","0.25","0.5625","0.08651484419908748","10062","0","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","6","8","0","8","0","0","0.5","0","","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","7","8","2","6","0","0.25","0.625","0.08651484419908748","16828.5","2","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
"pacific-heights","country","8","8","2","6","0","0.25","0.625","0.08651484419908748","9963","3","/nfs/roberts/project/pi_jss233/zc362/chrono_divide/research-evidence/multimap-v2/screen-amendment-3/finalizer/screen.json"
