"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"713","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","5","Africans","1","3350108713","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27080969","3db2f8497de09d77391a359eed24b5a0a91ac56c9f8fa8ee54580a051e251dd4","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"714","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","6","Arabs","0","3350108714","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27080970","31c0ba953427f21ba63a1575257a0fd236cc99474db7ee8fb7143194f1d9e909","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"715","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","6","Arabs","1","3350108715","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27080971","33e9132eb746271bc142206970be640ed09c5acd38bdae34d5d53880fab2cf16","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"716","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","7","Confederation","0","3350108716","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27081009","108f53c3d0b9cc85d242de4bffecdb2f031efcb1f7dfb720ac803603da76da87","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"717","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","7","Confederation","1","3350108717","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27081010","154cac0e170e72eb590f46c6b7ec9a100de4dcfaef0e7e29337ca6121f814fce","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"718","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","8","Russians","0","3350108718","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27081011","af67d6a3d2c881f7c0273da9b96e61279e327a509e89fbce06f47fd389fb67cf","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"719","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","8","Russians","1","3350108719","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27081012","aa912cf386a5794876964b8e78b444c72e3bf51a3b63f4fe00c488bccf040fc9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"720","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","0","3350108720","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081013","3aa9cb21e744e629821c344c512561f420375c8e37542f126b268edd3d6b2461","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":15419,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":15419,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"721","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","1","3350108721","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081014","75711fcf93dcb73bd42aac3f53f918b66c38d280a48a9cb4c598ec08c9f9ef9b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"722","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Alliance","0","3350108722","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081015","2be744ecf54e78fabb5583f821e12b926a499957854781a4b432061e8fcd96dc","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":13266,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":13266,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":21152,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21152,""winner"":""baseline""}"
"723","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Alliance","1","3350108723","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081054","9b10b89b1463b8755689d139aeb8c7df3084d7fd2e80eb9bfec65a27edf64d61","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"724","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","2","French","0","3350108724","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081056","f02e88c8c34a419f8375d518a1780c4e86a66b2615395880d83cd2b138677477","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"725","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","2","French","1","3350108725","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081086","1fcf994fa3e7b2cdbae1d543b7c1b2f8b76e301e4c4970006c65b36b1934a9f8","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"726","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","3","Germans","0","3350108726","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081087","1c9e947451085afe796f97aad85b63d7f40d0e9aec8faceaf7d1f8ce1312fa3c","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":22072,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":22072,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21152,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21152,""winner"":""baseline""}"
"727","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","3","Germans","1","3350108727","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081088","bdf511f95e474d253d92eeaf794e0b277a4abf6505d9c0f9219a9d71d0655ce4","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":15346,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":15346,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"728","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","4","British","0","3350108728","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081090","49ac3b1fb36476f33f6de0c72a543dfe3a5a81410d18ea0fd411b72612932031","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"729","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","4","British","1","3350108729","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081092","17924a4d10a1c9b050defdcb4daf5d1c54ea65f3fbd846918af4808a4c598c44","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"730","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","5","Africans","0","3350108730","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081106","8cdcc301a21a72a28423794026877e4be135deabc7db6c84b218ba0c2cc50132","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"731","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","5","Africans","1","3350108731","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081107","d4f7398634fce468ccc2db26194041ae16e9c008e739878182c80ce6a737f10c","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"732","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","6","Arabs","0","3350108732","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081108","9e7fdb5638aa705324dae256df9ad1fa1095ea0de440c650f3514a5489fd795b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"733","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","6","Arabs","1","3350108733","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081173","763cbf0982e4be34f8f8a9907c1589d24776ddd2958c344937f7edfd728a94a0","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"734","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","7","Confederation","0","3350108734","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081176","505c7e5e36f453329df0e979d69fe6088c368896a7f5b358ea6b793c8025cc09","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"735","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","7","Confederation","1","3350108735","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081186","59be4d0746727b388a6da1ce0d299840c2e4d2042b0616f1886ec61d6726333d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"736","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","8","Russians","0","3350108736","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081190","45b4cdb25fe528877bca56743ac9d12be26fdc392b271996a8d2d46db52a4ac9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"737","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","8","Russians","1","3350108737","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081193","8586f71b4920cbebe409e552fc8fd732b5bad4224fe33375f9e8b8d10703cd44","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"738","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","0","3350108738","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081194","110b13ee6c31457d284da0cdb019bd004c35ca3864a58fad9292e9b3867159ae","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":17236,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17236,""winner"":""baseline""}"
"739","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","1","3350108739","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081195","8cb80403332d0cbaf9b44cf190f8822d0df572b2f369fdec32f1dba9e0b17407","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":19955,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":19955,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":17146,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":17146,""winner"":""candidate""}"
"740","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Alliance","0","3350108740","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081196","1d7e8196fe2398a7b964d488fab812b2fbf4f87c0d6a8406bcaf6b1c3c38df06","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":11482,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":11482,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14416,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14416,""winner"":""candidate""}"
"741","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Alliance","1","3350108741","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081197","d14918f758e057f40ddccf5588450da81b9f7153d69c100e33b874def7651d8b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":18395,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":18395,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14752,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14752,""winner"":""candidate""}"
"742","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","2","French","0","3350108742","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081266","51abe0d14c7acf6b8199d1a3aa4391e04691d2d69ce89dddaafc99cb2f6a8899","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":12058,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12058,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"743","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","2","French","1","3350108743","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081278","1d4d9b6da74bb959ff01773a1ca596ad33a8a2f1e990d787b54a9be0f892b9b4","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"744","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","3","Germans","0","3350108744","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081279","180cc60d5d5b5a1c2c2778df54e399527a9005bdd6923c76685edb03dfcbc563","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":12266,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":12266,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"745","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","3","Germans","1","3350108745","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081280","76d086ae7b3d01ed206e473650a6b9807e46dd4fde4c8f07e00aeb7eecd1305a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"746","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","4","British","0","3350108746","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081321","1a4370fb6d95fb8ae81e3f1d692c221d5044f88533e26bf472a3c23b98913cf5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":14633,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14633,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16318,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16318,""winner"":""candidate""}"
"747","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","4","British","1","3350108747","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081322","2f16cd14d0f9259aa36175bfbe84f59fa0a93e0581b2ce961b1ca19da28d676d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":14440,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":14440,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"748","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","5","Africans","0","3350108748","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081323","5f242c777f94c98d6089077b3e0c27e204d0291e1ceca5cc7c12cc8049390979","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"749","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","5","Africans","1","3350108749","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081324","3927c909921ee95714e57762516d1af4c22192baeee95978c7e714033692b06a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"750","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","6","Arabs","0","3350108750","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081325","4994df333fc21810c3d3940823fc270b77121fb587fffa03036574bd8aec3e08","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"751","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","6","Arabs","1","3350108751","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081326","89dcf7ac21c433e05c5f22287db44428fc51863abf32d019bca8231cdf1453ab","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"752","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","7","Confederation","0","3350108752","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081327","dda71f13270d7e7f6fc8c5e95145412e82bed34577eba086df6076073042ac54","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"753","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","7","Confederation","1","3350108753","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081328","9987912ec78384d3a11176ef9c71f3c5272b0202e964c16c195bd87f03e4c3e5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"754","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","8","Russians","0","3350108754","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081329","417661f955924bd29904d60e4c42b5a87a7f789ae1b77890707ef2dbc854bd69","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"755","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","8","Russians","1","3350108755","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27081330","1b3e2bed40690bec1b8740d0adeeed753736e5ba78e8e031f56856ccdd9417d8","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"756","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","0","Americans","0","3350108756","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081331","13b82d2d5f0cd15d7cb144396667ec22c436308c312d1b94190a7c363ed5885b","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":17171,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17171,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":16028,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":16028,""winner"":""baseline""}"
"757","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","0","Americans","1","3350108757","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081354","59f0236af11f2bc7a53ecf4a9e3bd0d28de41afe217ac0290d3fb35ef5bc1f0a","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13193,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13193,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13930,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13930,""winner"":""baseline""}"
"758","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","1","Alliance","0","3350108758","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27081355","bdf4f387512a655d9365275cbf274bea4cf3a6ac9612808429f9a63a9080a145","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":16804,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":16804,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":13396,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":13396,""winner"":""candidate""}"
