"contrast","endpoint","group","id","transition","count"
"unbounded_minus_v2","v6","opponentCountryDirection","pinned_supalosa/Americans/1","D->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","pinned_supalosa/Americans/1","L->W","1"
"unbounded_minus_v2","v6","opponentCountryDirection","pinned_supalosa/Americans/1","L->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","pinned_supalosa/Americans/1","L->L","8"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","W->W","2"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","W->D","1"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","W->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","D->W","2"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","D->D","11"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","D->L","1"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","L->W","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","L->D","3"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/0","L->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","W->W","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","W->D","1"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","W->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","D->W","5"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","D->D","14"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","D->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","L->W","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","L->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Africans/1","L->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","W->W","2"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","W->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","W->L","1"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","D->W","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","D->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","D->L","1"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","L->W","3"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","L->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/0","L->L","13"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","W->W","8"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","W->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","W->L","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","D->W","3"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","D->D","2"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","D->L","3"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","L->W","2"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","L->D","0"
"unbounded_minus_v2","v6","opponentCountryDirection","ra2web_advanced/Americans/1","L->L","2"
"unbounded_minus_v2","v5","populations","overall","W->W","39"
"unbounded_minus_v2","v5","populations","overall","W->D","8"
"unbounded_minus_v2","v5","populations","overall","W->L","2"
"unbounded_minus_v2","v5","populations","overall","D->W","21"
"unbounded_minus_v2","v5","populations","overall","D->D","60"
"unbounded_minus_v2","v5","populations","overall","D->L","11"
"unbounded_minus_v2","v5","populations","overall","L->W","7"
"unbounded_minus_v2","v5","populations","overall","L->D","9"
"unbounded_minus_v2","v5","populations","overall","L->L","43"
"unbounded_minus_v2","v5","populations","supalosa","W->W","27"
"unbounded_minus_v2","v5","populations","supalosa","W->D","6"
"unbounded_minus_v2","v5","populations","supalosa","W->L","1"
"unbounded_minus_v2","v5","populations","supalosa","D->W","11"
"unbounded_minus_v2","v5","populations","supalosa","D->D","33"
"unbounded_minus_v2","v5","populations","supalosa","D->L","6"
"unbounded_minus_v2","v5","populations","supalosa","L->W","2"
"unbounded_minus_v2","v5","populations","supalosa","L->D","6"
"unbounded_minus_v2","v5","populations","supalosa","L->L","28"
"unbounded_minus_v2","v5","populations","advanced","W->W","12"
"unbounded_minus_v2","v5","populations","advanced","W->D","2"
"unbounded_minus_v2","v5","populations","advanced","W->L","1"
"unbounded_minus_v2","v5","populations","advanced","D->W","10"
"unbounded_minus_v2","v5","populations","advanced","D->D","27"
"unbounded_minus_v2","v5","populations","advanced","D->L","5"
"unbounded_minus_v2","v5","populations","advanced","L->W","5"
"unbounded_minus_v2","v5","populations","advanced","L->D","3"
"unbounded_minus_v2","v5","populations","advanced","L->L","15"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","W->W","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","D->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","L->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-bvb","L->L","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","W->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","D->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","D->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners","L->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","W->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","D->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","D->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","D->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b","L->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","W->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","D->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","L->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","L->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-corners-b-golden","L->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","W->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","D->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","D->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","L->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-golden","L->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","W->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","D->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","D->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-le","L->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","W->W","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","D->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","D->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-lvl","L->L","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","W->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","D->D","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-original","L->L","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","W->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","D->D","5"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-rvr","L->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","W->W","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","D->D","4"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__hfo-tvt","L->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","W->W","4"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","D->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","D->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","L->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","L->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__pacific-heights","L->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","W->W","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","W->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","D->D","3"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__peak","L->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","W->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","D->D","6"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific","L->L","2"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","W->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","W->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","D->D","6"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","D->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__south-pacific-2","L->L","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","W->W","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","W->D","1"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","W->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","D->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","D->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","D->L","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","L->W","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","L->D","0"
"unbounded_minus_v2","v5","strata","pinned_supalosa__tour-of-egypt","L->L","6"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","W->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","D->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","D->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","D->L","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","L->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-bvb","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","W->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","D->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","D->D","4"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","W->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","W->L","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","D->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","D->D","5"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b","L->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","W->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","W->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","D->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","D->D","3"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","L->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-corners-b-golden","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","W->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","D->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","D->D","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","L->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","L->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-golden","L->L","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","W->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","D->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","D->D","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","D->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-le","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","W->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","D->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","D->D","3"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","D->L","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-lvl","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","W->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","D->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","D->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","L->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-original","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","W->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","W->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","D->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","D->D","5"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","D->L","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","L->W","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-rvr","L->L","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","W->W","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","W->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","W->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","D->W","3"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","D->D","1"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","D->L","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","L->W","2"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","L->D","0"
"unbounded_minus_v2","v5","strata","ra2web_advanced__hfo-tvt","L->L","0"
"unbounded_minus_v2","v5","maps","hfo-bvb","W->W","4"
"unbounded_minus_v2","v5","maps","hfo-bvb","W->D","0"
"unbounded_minus_v2","v5","maps","hfo-bvb","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-bvb","D->W","2"
"unbounded_minus_v2","v5","maps","hfo-bvb","D->D","1"
"unbounded_minus_v2","v5","maps","hfo-bvb","D->L","1"
"unbounded_minus_v2","v5","maps","hfo-bvb","L->W","0"
"unbounded_minus_v2","v5","maps","hfo-bvb","L->D","3"
"unbounded_minus_v2","v5","maps","hfo-bvb","L->L","5"
"unbounded_minus_v2","v5","maps","hfo-corners","W->W","3"
"unbounded_minus_v2","v5","maps","hfo-corners","W->D","0"
"unbounded_minus_v2","v5","maps","hfo-corners","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-corners","D->W","2"
"unbounded_minus_v2","v5","maps","hfo-corners","D->D","6"
"unbounded_minus_v2","v5","maps","hfo-corners","D->L","2"
"unbounded_minus_v2","v5","maps","hfo-corners","L->W","0"
"unbounded_minus_v2","v5","maps","hfo-corners","L->D","0"
"unbounded_minus_v2","v5","maps","hfo-corners","L->L","3"
"unbounded_minus_v2","v5","maps","hfo-corners-b","W->W","2"
"unbounded_minus_v2","v5","maps","hfo-corners-b","W->D","0"
"unbounded_minus_v2","v5","maps","hfo-corners-b","W->L","1"
"unbounded_minus_v2","v5","maps","hfo-corners-b","D->W","3"
"unbounded_minus_v2","v5","maps","hfo-corners-b","D->D","7"
"unbounded_minus_v2","v5","maps","hfo-corners-b","D->L","1"
"unbounded_minus_v2","v5","maps","hfo-corners-b","L->W","0"
"unbounded_minus_v2","v5","maps","hfo-corners-b","L->D","0"
"unbounded_minus_v2","v5","maps","hfo-corners-b","L->L","2"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","W->W","2"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","W->D","1"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","D->W","1"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","D->D","3"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","D->L","0"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","L->W","3"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","L->D","2"
"unbounded_minus_v2","v5","maps","hfo-corners-b-golden","L->L","4"
"unbounded_minus_v2","v5","maps","hfo-golden","W->W","4"
"unbounded_minus_v2","v5","maps","hfo-golden","W->D","1"
"unbounded_minus_v2","v5","maps","hfo-golden","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-golden","D->W","2"
"unbounded_minus_v2","v5","maps","hfo-golden","D->D","2"
"unbounded_minus_v2","v5","maps","hfo-golden","D->L","1"
"unbounded_minus_v2","v5","maps","hfo-golden","L->W","1"
"unbounded_minus_v2","v5","maps","hfo-golden","L->D","2"
"unbounded_minus_v2","v5","maps","hfo-golden","L->L","3"
"unbounded_minus_v2","v5","maps","hfo-le","W->W","3"
"unbounded_minus_v2","v5","maps","hfo-le","W->D","1"
"unbounded_minus_v2","v5","maps","hfo-le","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-le","D->W","2"
"unbounded_minus_v2","v5","maps","hfo-le","D->D","4"
"unbounded_minus_v2","v5","maps","hfo-le","D->L","2"
"unbounded_minus_v2","v5","maps","hfo-le","L->W","0"
"unbounded_minus_v2","v5","maps","hfo-le","L->D","0"
"unbounded_minus_v2","v5","maps","hfo-le","L->L","4"
"unbounded_minus_v2","v5","maps","hfo-lvl","W->W","5"
"unbounded_minus_v2","v5","maps","hfo-lvl","W->D","1"
"unbounded_minus_v2","v5","maps","hfo-lvl","W->L","0"
"unbounded_minus_v2","v5","maps","hfo-lvl","D->W","0"
