"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","jobId","artifactSha256","artifactBytes","sourceCommit","runnerSha256","protocolSha256","mapSha256","v5","v6"
"0","pinned_supalosa","0","hfo-le","0","39,82","88,34","0","1","0","Americans","0","3350110000","24000","pinned_supalosa__hfo-le","hfo","competitive","27365756","68b10185214bb819348033bcb06b7de08071033448643cd54695543241fd008b","212092","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""baseline_win"",""tick"":7470,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8092,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7470,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7470,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8092,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7470,""winner"":""baseline""}}"
"1","pinned_supalosa","0","hfo-le","0","39,82","88,34","0","1","0","Americans","1","3350110001","24000","pinned_supalosa__hfo-le","hfo","competitive","27365757","72eafd2b584ac3153c4b3c1df7c67571008d1a35c3526aa6a459bdad57d1b824","204860","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""baseline_win"",""tick"":7420,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8164,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7420,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7420,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":8164,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7420,""winner"":""baseline""}}"
"2","pinned_supalosa","0","hfo-le","0","39,82","88,34","0","1","1","Africans","0","3350110002","24000","pinned_supalosa__hfo-le","hfo","competitive","27365758","ad18ff163e576a0ea44d7fbc5f5e0a224fbb09237743a83a5974eb47a4eda3c0","316425","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"3","pinned_supalosa","0","hfo-le","0","39,82","88,34","0","1","1","Africans","1","3350110003","24000","pinned_supalosa__hfo-le","hfo","competitive","27365759","c903fd9a92b50d7b813ece4fdeba4623a9fdebe10f24cd0f9be1ba30a9b9d4c5","386909","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"4","pinned_supalosa","0","hfo-le","1","88,34","39,82","1","0","0","Americans","0","3350110004","24000","pinned_supalosa__hfo-le","hfo","competitive","27365760","27d9ee2791ef175c9637619752174f3d6decde081c4515e28b80ac42080cf63e","369612","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""candidate_win"",""tick"":9538,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":15160,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":13165,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9538,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":15160,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":13165,""winner"":""candidate""}}"
"5","pinned_supalosa","0","hfo-le","1","88,34","39,82","1","0","0","Americans","1","3350110005","24000","pinned_supalosa__hfo-le","hfo","competitive","27365761","f380759c50813c8c63f061a4db2d577f410a3c061ce82b5a93fe5e9bbe1c54b1","385981","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""candidate_win"",""tick"":9706,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":14459,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9706,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":14459,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"6","pinned_supalosa","0","hfo-le","1","88,34","39,82","1","0","1","Africans","0","3350110006","24000","pinned_supalosa__hfo-le","hfo","competitive","27365762","d338d746bb5033cdca3c3d8921a1b96d1b9446f2b829233b9985dc4e2535c252","461512","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""candidate_win"",""tick"":10903,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10903,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10903,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10903,""winner"":""candidate""}}"
"7","pinned_supalosa","0","hfo-le","1","88,34","39,82","1","0","1","Africans","1","3350110007","24000","pinned_supalosa__hfo-le","hfo","competitive","27365763","f7aeefb30167bd8f576b507a1e35f64ce07e2d1e519e768e62e3865aaef906b6","439848","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","e4dfc736a6355e0e68d4681e4d67419516e6bb94549e2d42880c9414e95e2e8d","{""disabled"":{""status"":""candidate_win"",""tick"":9586,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9586,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9586,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9586,""winner"":""candidate""}}"
"8","pinned_supalosa","1","peak","0","118,73","37,73","0","1","0","Americans","0","3350110008","24000","pinned_supalosa__peak","peak","competitive","27365764","42392f411f16744274279d6904e3e640e8b7914099083ea0fa60d087681ca090","209691","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"9","pinned_supalosa","1","peak","0","118,73","37,73","0","1","0","Americans","1","3350110009","24000","pinned_supalosa__peak","peak","competitive","27365765","2aed65d27b8507306a45b6406f4c5b8b1c3549585705090f4ba81b0bf802a84f","204083","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"10","pinned_supalosa","1","peak","0","118,73","37,73","0","1","1","Africans","0","3350110010","24000","pinned_supalosa__peak","peak","competitive","27365766","caec1e5a154a13bc347d4762b313cdb25295c7a9563e95b10a8174eb0a1bf5bf","414891","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""candidate_win"",""tick"":9441,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":10078,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9441,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9441,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":10078,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9441,""winner"":""candidate""}}"
"11","pinned_supalosa","1","peak","0","118,73","37,73","0","1","1","Africans","1","3350110011","24000","pinned_supalosa__peak","peak","competitive","27365767","0b8d3a1fd1907ba4f41a898a67a3691dc53806072fa18bc8ae39707f976cdbfc","380062","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""candidate_win"",""tick"":9458,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9518,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9458,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9458,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9518,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9458,""winner"":""candidate""}}"
"12","pinned_supalosa","1","peak","1","37,73","118,73","1","0","0","Americans","0","3350110012","24000","pinned_supalosa__peak","peak","competitive","27365768","2e5ebbfacdc2b0b10ef85dcdf79141edf7ec9d82a1bbdbc4a6c09ed5cd76b685","564003","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":18713,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":18713,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"13","pinned_supalosa","1","peak","1","37,73","118,73","1","0","0","Americans","1","3350110013","24000","pinned_supalosa__peak","peak","competitive","27365769","8ef1532f60299b9d6b5a10ba25595910835639ed320e9d319f07169dfd7160d0","454883","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"14","pinned_supalosa","1","peak","1","37,73","118,73","1","0","1","Africans","0","3350110014","24000","pinned_supalosa__peak","peak","competitive","27365770","f9b514439e119f2f850dbba99d06208d2f62ee874e872f9a34f8aeb0d1a1b621","458649","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""candidate_win"",""tick"":11458,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":8420,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11520,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":11458,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":8420,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11520,""winner"":""candidate""}}"
"15","pinned_supalosa","1","peak","1","37,73","118,73","1","0","1","Africans","1","3350110015","24000","pinned_supalosa__peak","peak","competitive","27365771","1f59447231c8654ca595d597da53ed18a8f93ba8de5c5e50b0fc043b639befd5","706729","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","440715dc154ac10b4b922159824140d40c48990311c6838345b66958f3b3a442","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11544,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":22265,""winner"":""baseline""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":11544,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":22265,""winner"":""baseline""}}"
"16","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","0","Americans","0","3350110016","24000","pinned_supalosa__hfo-original","hfo","competitive","27365772","419ab4fa8ca8fa049808022062108b488935927b66246bf4ea72be37875c8aa7","197799","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""baseline_win"",""tick"":7384,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7582,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7582,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7384,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7582,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7582,""winner"":""baseline""}}"
"17","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","0","Americans","1","3350110017","24000","pinned_supalosa__hfo-original","hfo","competitive","27365773","c8551d7ce70ea73d7d5bfbf81f79ab1474fe2575df29de789ad4341f9e773b1d","386491","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"18","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","1","Africans","0","3350110018","24000","pinned_supalosa__hfo-original","hfo","competitive","27365774","69a6715c61f3863b3e11beff7efdc7b48e38542616909e8150b5305ae914f058","426990","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""candidate_win"",""tick"":10958,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9717,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10958,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":10958,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":9717,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10958,""winner"":""candidate""}}"
"19","pinned_supalosa","2","hfo-original","0","39,82","88,34","0","1","1","Africans","1","3350110019","24000","pinned_supalosa__hfo-original","hfo","competitive","27365775","9c8f7cc9f4e1232e9e1f48fe8626931fb03831873157f231ac9fe046c2f06ca8","411655","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"20","pinned_supalosa","2","hfo-original","1","88,34","39,82","1","0","0","Americans","0","3350110020","24000","pinned_supalosa__hfo-original","hfo","competitive","27365776","679ae13d8d71e548c7ea40231609e3bb81c0ef7e34d895a0320c589f61fc2ac2","359992","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""candidate_win"",""tick"":13606,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":22249,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10252,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":13606,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":22249,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10252,""winner"":""candidate""}}"
"21","pinned_supalosa","2","hfo-original","1","88,34","39,82","1","0","0","Americans","1","3350110021","24000","pinned_supalosa__hfo-original","hfo","competitive","27365777","d4890108252cdeec6a6e5b82a731e188ecbbace4d72253eea53c5f1a9053fbd0","366728","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""candidate_win"",""tick"":19267,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9910,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":19267,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9910,""winner"":""candidate""}}"
"22","pinned_supalosa","2","hfo-original","1","88,34","39,82","1","0","1","Africans","0","3350110022","24000","pinned_supalosa__hfo-original","hfo","competitive","27365778","e420be1d483232a2a0ba825a966269cdc1c9c94f56b580fa96f20c97c6bb84c3","648982","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""baseline_win"",""tick"":12087,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":14561,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":12087,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":12087,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":14561,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":12087,""winner"":""baseline""}}"
"23","pinned_supalosa","2","hfo-original","1","88,34","39,82","1","0","1","Africans","1","3350110023","24000","pinned_supalosa__hfo-original","hfo","competitive","27365779","2d7f04b830422545e16d1a228ae8af552c32f20d21118b15c7dbc9ca2f649cf7","540824","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","907e5ab677a03c50f375da1bec4871880240de2fab790a38dac85674d0f65bf1","{""disabled"":{""status"":""baseline_win"",""tick"":10046,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11791,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":10046,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":10046,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":11791,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":10046,""winner"":""baseline""}}"
"24","pinned_supalosa","3","hfo-golden","0","39,82","88,34","0","1","0","Americans","0","3350110024","24000","pinned_supalosa__hfo-golden","hfo","competitive","27365780","d873aefaceab5d5b883287c202ae11f018635a72f2e58830dd143747dcb553cb","209307","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","845359bfe0ea2ad3bb9dda90e0c00a7b97946fda132e87f717c22025923bd296","{""disabled"":{""status"":""baseline_win"",""tick"":7962,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7330,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7330,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":7962,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":7330,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":7330,""winner"":""baseline""}}"
