"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","jobId","artifactSha256","artifactBytes","sourceCommit","runnerSha256","protocolSha256","mapSha256","v5","v6"
"149","ra2web_advanced","3","hfo-corners","1","88,34","39,82","1","0","0","Americans","1","3350110149","24000","ra2web_advanced__hfo-corners","hfo","competitive","27367853","07fd807d1ba679f38fe2f929773e69d36550bfe54883d8901affc2bfe3318011","521221","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":15843,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":16972,""winner"":""candidate""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":15843,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":16972,""winner"":""candidate""}}"
"150","ra2web_advanced","3","hfo-corners","1","88,34","39,82","1","0","1","Africans","0","3350110150","24000","ra2web_advanced__hfo-corners","hfo","competitive","27367897","9258cb5a3f046e973f1e8b7069ced92b8f15df2152d013d4978acc27552a68b7","413401","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"151","ra2web_advanced","3","hfo-corners","1","88,34","39,82","1","0","1","Africans","1","3350110151","24000","ra2web_advanced__hfo-corners","hfo","competitive","27367899","0010c30f820eab1ba64c57dd01c1390753c4f756c76d1037628f6b8444aff15e","391449","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","3aa63da555db30d0d97d9319057650c440ebf57f655c8c001705e312768e628a","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"152","ra2web_advanced","4","hfo-corners-b","0","39,82","88,34","0","1","0","Americans","0","3350110152","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27367946","71c4eb11a486a6c47b09c639efd245e4b825cdff67a9ad05db022d79e85a4440","333892","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":7810,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10960,""winner"":""candidate""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":7810,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":10960,""winner"":""candidate""}}"
"153","ra2web_advanced","4","hfo-corners-b","0","39,82","88,34","0","1","0","Americans","1","3350110153","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27367955","aaab323c49170247882c133a7518037bc5094b066e20b35dc6fe0004f0112245","406377","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":7474,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":23557,""winner"":""baseline""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":7474,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":23557,""winner"":""baseline""}}"
"154","ra2web_advanced","4","hfo-corners-b","0","39,82","88,34","0","1","1","Africans","0","3350110154","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27367994","942c84ff744f785f0a84d4cb21f4ab40074f4e05bbf5ce1c9cdbdbc876284c39","355799","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"155","ra2web_advanced","4","hfo-corners-b","0","39,82","88,34","0","1","1","Africans","1","3350110155","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27368026","16e88ae370724d32cf1811d7fee2bdb6257f0c5ed885ec8091b150a07d0d6c3d","333379","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"156","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","0","Americans","0","3350110156","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27368027","b8f8f7758e1c0b5556bdfb7548e33396c465baa97b2206d3836dac85254b6837","413780","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""candidate_win"",""tick"":9928,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":19949,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9928,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":19949,""winner"":""candidate""}}"
"157","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","0","Americans","1","3350110157","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27368088","d86c318a5d253bdd77a6a68717dce6a2a239e2d8575247ee4f41e3f23b1395b7","428779","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""candidate_win"",""tick"":16834,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""candidate_win"",""tick"":16834,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"158","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","1","Africans","0","3350110158","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27368090","441ab164e8cb58e3c5e7bf8ad6df36035ed403187fb61adcb047777decd79b10","354808","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"159","ra2web_advanced","4","hfo-corners-b","1","88,34","39,82","1","0","1","Africans","1","3350110159","24000","ra2web_advanced__hfo-corners-b","hfo","competitive","27368091","01ce3008d48647945a95f5c1bf80eff3b2d5a35084f9c8401caea855708903df","467029","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","fb4ffb59de9f0ba114bd7f37a943f1ce9a4496e3ecb3e9382e72392039833a73","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"160","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","0","3350110160","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27368905","9282e94164db35a0424bcbe9e6cec48fbf2c7c05c0cee3a171c4691e1d044952","387496","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""baseline_win"",""tick"":21997,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":19409,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":23524,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":21997,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":19409,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":23524,""winner"":""baseline""}}"
"161","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","0","Americans","1","3350110161","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369110","3cc1e5137a6dcb0ec6826772e2cdcfca184b0655a91a910d08c8388a7f22c872","480119","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""baseline_win"",""tick"":20032,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23512,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":20021,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":20032,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23512,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":20021,""winner"":""baseline""}}"
"162","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Africans","0","3350110162","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369112","5181df5b9ac8d10b5b3d1b691d2e5f6801aa5aa164a94012ebcc8b6aba7bf491","266887","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":10344,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":10344,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"163","ra2web_advanced","5","hfo-corners-b-golden","0","39,82","88,34","0","1","1","Africans","1","3350110163","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369121","d3e885ef409b3b109bdfa9317e3a3e0d5319106991e161447da6d41bd843586c","272177","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"164","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","0","3350110164","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369206","202cbe07aad4057950599b52fdf8c04b87d8f22dcf38165486d31963ed6ba5de","516567","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":16204,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20165,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":13054,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":16204,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20165,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":13054,""winner"":""candidate""}}"
"165","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","0","Americans","1","3350110165","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369207","fb7b605f81c3dab3a103e34d4c710c32c4f75884810cf0b7f6a00cc99ab0ae2a","400998","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""candidate_win"",""tick"":9904,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23350,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11362,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9904,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23350,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":11362,""winner"":""candidate""}}"
"166","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Africans","0","3350110166","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369249","1aad14bc446bb8e242e44002bb2fb3fc285f677978bfadbac5f0434979edb763","492088","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"167","ra2web_advanced","5","hfo-corners-b-golden","1","88,34","39,82","1","0","1","Africans","1","3350110167","24000","ra2web_advanced__hfo-corners-b-golden","hfo","competitive","27369250","04cf327c96823ae363faca221372dcf96536e5d45b839c946d684f04d59af518","583698","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","52cdb880326a3d39db5c8a9939830947496f7c009a8cbe3d02ce973563180f50","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"168","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","0","Americans","0","3350110168","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27369306","6e5af9c0a21b507b94d113a7173f1ece52b9edef884eb9b5c9d070c53d20f229","352586","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""candidate_win"",""tick"":9443,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":18136,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9916,""winner"":""candidate""}}","{""disabled"":{""status"":""candidate_win"",""tick"":9443,""winner"":""candidate""},""separated_lanes_v2"":{""status"":""candidate_win"",""tick"":18136,""winner"":""candidate""},""separated_lanes_unbounded_d1"":{""status"":""candidate_win"",""tick"":9916,""winner"":""candidate""}}"
"169","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","0","Americans","1","3350110169","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27369424","1452e4d1972179be5e0c2f82f78578a258226e9c0df31f2decf515d80fc079db","421120","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""baseline_win"",""tick"":13385,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20308,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":14390,""winner"":""baseline""}}","{""disabled"":{""status"":""baseline_win"",""tick"":13385,""winner"":""baseline""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":20308,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":14390,""winner"":""baseline""}}"
"170","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","1","Africans","0","3350110170","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27369478","e211ddf7509779430e2623338cd7b0bb022c6d2dbe6ec69addbfbec58fc723a7","582816","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"171","ra2web_advanced","6","hfo-bvb","0","87,158","151,119","0","1","1","Africans","1","3350110171","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27369484","67cb279b50a918ee995a46d1ea1614b57e3d73aedf72cbe1ef5fc3e46e07d893","528616","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23506,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":23506,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}}"
"172","ra2web_advanced","6","hfo-bvb","1","151,119","87,158","1","0","0","Americans","0","3350110172","24000","ra2web_advanced__hfo-bvb","hfo","competitive","27369553","f9767ab6a79a41d9b1987d31c2ec40ebcbdcdefbdd4cc00336bc6d0aa1d60b58","501597","18dde712dac64b2f76ec5c91c4e87a7140db78a1","61a3d2de51c60b3bc910e9a358dc1ef0324337e1c9c7535694379490652e14b0","151c4cd5719459b8a6dc218f17d55f7fbc563803a11d6a0b7298a0a121247ebe","5a7554fb64a16bd345cb42bf3bcbccd376fa92ad1c0356058f0427e9f0910f04","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":19771,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":14401,""winner"":""baseline""}}","{""disabled"":{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""},""separated_lanes_v2"":{""status"":""baseline_win"",""tick"":19771,""winner"":""baseline""},""separated_lanes_unbounded_d1"":{""status"":""baseline_win"",""tick"":14401,""winner"":""baseline""}}"
