"caseIndex","caseId","blockIndex","cohort","mapId","countryOrdinal","country","candidateStartOrdinal","opponentStartOrdinal","candidateStart","opponentStart","candidateSlot","repeatIndex","pairIndex","pairId","requestedEngineSeed","observedCandidateStart","observedOpponentStart","updates","selectorJobId","cellSha256"
"640","fresh-dual-v1-0640","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","0","320","central:hfo-le:8:0:0","3765000320","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"641","fresh-dual-v1-0641","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","0","320","central:hfo-le:8:0:0","3765000320","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"642","fresh-dual-v1-0642","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","1","321","central:hfo-le:8:0:1","3765000321","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"643","fresh-dual-v1-0643","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","1","321","central:hfo-le:8:0:1","3765000321","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"644","fresh-dual-v1-0644","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","2","322","central:hfo-le:8:0:2","3765000322","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"645","fresh-dual-v1-0645","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","2","322","central:hfo-le:8:0:2","3765000322","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"646","fresh-dual-v1-0646","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","3","323","central:hfo-le:8:0:3","3765000323","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"647","fresh-dual-v1-0647","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","3","323","central:hfo-le:8:0:3","3765000323","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"648","fresh-dual-v1-0648","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","4","324","central:hfo-le:8:0:4","3765000324","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"649","fresh-dual-v1-0649","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","4","324","central:hfo-le:8:0:4","3765000324","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"650","fresh-dual-v1-0650","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","5","325","central:hfo-le:8:0:5","3765000325","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"651","fresh-dual-v1-0651","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","5","325","central:hfo-le:8:0:5","3765000325","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"652","fresh-dual-v1-0652","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","6","326","central:hfo-le:8:0:6","3765000326","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"653","fresh-dual-v1-0653","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","6","326","central:hfo-le:8:0:6","3765000326","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"654","fresh-dual-v1-0654","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","7","327","central:hfo-le:8:0:7","3765000327","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"655","fresh-dual-v1-0655","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","7","327","central:hfo-le:8:0:7","3765000327","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"656","fresh-dual-v1-0656","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","8","328","central:hfo-le:8:0:8","3765000328","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"657","fresh-dual-v1-0657","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","8","328","central:hfo-le:8:0:8","3765000328","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"658","fresh-dual-v1-0658","0","central","hfo-le","8","Russians","0","2","39,82","151,119","0","9","329","central:hfo-le:8:0:9","3765000329","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"659","fresh-dual-v1-0659","0","central","hfo-le","8","Russians","0","2","39,82","151,119","1","9","329","central:hfo-le:8:0:9","3765000329","39,82","151,119","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"660","fresh-dual-v1-0660","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","0","330","central:hfo-le:8:1:0","3765000330","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"661","fresh-dual-v1-0661","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","0","330","central:hfo-le:8:1:0","3765000330","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"662","fresh-dual-v1-0662","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","1","331","central:hfo-le:8:1:1","3765000331","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"663","fresh-dual-v1-0663","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","1","331","central:hfo-le:8:1:1","3765000331","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"664","fresh-dual-v1-0664","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","2","332","central:hfo-le:8:1:2","3765000332","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"665","fresh-dual-v1-0665","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","2","332","central:hfo-le:8:1:2","3765000332","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"666","fresh-dual-v1-0666","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","3","333","central:hfo-le:8:1:3","3765000333","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"667","fresh-dual-v1-0667","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","3","333","central:hfo-le:8:1:3","3765000333","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"668","fresh-dual-v1-0668","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","4","334","central:hfo-le:8:1:4","3765000334","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"669","fresh-dual-v1-0669","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","4","334","central:hfo-le:8:1:4","3765000334","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"670","fresh-dual-v1-0670","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","5","335","central:hfo-le:8:1:5","3765000335","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"671","fresh-dual-v1-0671","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","5","335","central:hfo-le:8:1:5","3765000335","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"672","fresh-dual-v1-0672","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","6","336","central:hfo-le:8:1:6","3765000336","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"673","fresh-dual-v1-0673","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","6","336","central:hfo-le:8:1:6","3765000336","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"674","fresh-dual-v1-0674","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","7","337","central:hfo-le:8:1:7","3765000337","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"675","fresh-dual-v1-0675","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","7","337","central:hfo-le:8:1:7","3765000337","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"676","fresh-dual-v1-0676","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","8","338","central:hfo-le:8:1:8","3765000338","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"677","fresh-dual-v1-0677","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","8","338","central:hfo-le:8:1:8","3765000338","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"678","fresh-dual-v1-0678","0","central","hfo-le","8","Russians","1","3","88,34","88,157","0","9","339","central:hfo-le:8:1:9","3765000339","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"679","fresh-dual-v1-0679","0","central","hfo-le","8","Russians","1","3","88,34","88,157","1","9","339","central:hfo-le:8:1:9","3765000339","88,34","88,157","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"680","fresh-dual-v1-0680","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","0","340","central:hfo-le:8:2:0","3765000340","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"681","fresh-dual-v1-0681","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","0","340","central:hfo-le:8:2:0","3765000340","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"682","fresh-dual-v1-0682","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","1","341","central:hfo-le:8:2:1","3765000341","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"683","fresh-dual-v1-0683","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","1","341","central:hfo-le:8:2:1","3765000341","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"684","fresh-dual-v1-0684","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","2","342","central:hfo-le:8:2:2","3765000342","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"685","fresh-dual-v1-0685","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","2","342","central:hfo-le:8:2:2","3765000342","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"686","fresh-dual-v1-0686","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","3","343","central:hfo-le:8:2:3","3765000343","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"687","fresh-dual-v1-0687","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","3","343","central:hfo-le:8:2:3","3765000343","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"688","fresh-dual-v1-0688","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","4","344","central:hfo-le:8:2:4","3765000344","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"689","fresh-dual-v1-0689","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","4","344","central:hfo-le:8:2:4","3765000344","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"690","fresh-dual-v1-0690","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","5","345","central:hfo-le:8:2:5","3765000345","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"691","fresh-dual-v1-0691","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","5","345","central:hfo-le:8:2:5","3765000345","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"692","fresh-dual-v1-0692","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","6","346","central:hfo-le:8:2:6","3765000346","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"693","fresh-dual-v1-0693","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","6","346","central:hfo-le:8:2:6","3765000346","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"694","fresh-dual-v1-0694","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","7","347","central:hfo-le:8:2:7","3765000347","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"695","fresh-dual-v1-0695","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","7","347","central:hfo-le:8:2:7","3765000347","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"696","fresh-dual-v1-0696","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","8","348","central:hfo-le:8:2:8","3765000348","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"697","fresh-dual-v1-0697","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","8","348","central:hfo-le:8:2:8","3765000348","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"698","fresh-dual-v1-0698","0","central","hfo-le","8","Russians","2","0","151,119","39,82","0","9","349","central:hfo-le:8:2:9","3765000349","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"699","fresh-dual-v1-0699","0","central","hfo-le","8","Russians","2","0","151,119","39,82","1","9","349","central:hfo-le:8:2:9","3765000349","151,119","39,82","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"700","fresh-dual-v1-0700","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","0","350","central:hfo-le:8:3:0","3765000350","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"701","fresh-dual-v1-0701","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","0","350","central:hfo-le:8:3:0","3765000350","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"702","fresh-dual-v1-0702","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","1","351","central:hfo-le:8:3:1","3765000351","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"703","fresh-dual-v1-0703","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","1","351","central:hfo-le:8:3:1","3765000351","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"704","fresh-dual-v1-0704","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","2","352","central:hfo-le:8:3:2","3765000352","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"705","fresh-dual-v1-0705","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","2","352","central:hfo-le:8:3:2","3765000352","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"706","fresh-dual-v1-0706","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","3","353","central:hfo-le:8:3:3","3765000353","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"707","fresh-dual-v1-0707","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","3","353","central:hfo-le:8:3:3","3765000353","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"708","fresh-dual-v1-0708","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","4","354","central:hfo-le:8:3:4","3765000354","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"709","fresh-dual-v1-0709","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","4","354","central:hfo-le:8:3:4","3765000354","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"710","fresh-dual-v1-0710","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","5","355","central:hfo-le:8:3:5","3765000355","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"711","fresh-dual-v1-0711","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","5","355","central:hfo-le:8:3:5","3765000355","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"712","fresh-dual-v1-0712","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","6","356","central:hfo-le:8:3:6","3765000356","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"713","fresh-dual-v1-0713","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","6","356","central:hfo-le:8:3:6","3765000356","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"714","fresh-dual-v1-0714","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","7","357","central:hfo-le:8:3:7","3765000357","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"715","fresh-dual-v1-0715","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","7","357","central:hfo-le:8:3:7","3765000357","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"716","fresh-dual-v1-0716","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","8","358","central:hfo-le:8:3:8","3765000358","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"717","fresh-dual-v1-0717","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","8","358","central:hfo-le:8:3:8","3765000358","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"718","fresh-dual-v1-0718","0","central","hfo-le","8","Russians","3","1","88,157","88,34","0","9","359","central:hfo-le:8:3:9","3765000359","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"719","fresh-dual-v1-0719","0","central","hfo-le","8","Russians","3","1","88,157","88,34","1","9","359","central:hfo-le:8:3:9","3765000359","88,157","88,34","0","24651417","9dc109b1e357269a6a40b1c07eabe230a2af97b70b54ba05bbfaff12f5dc9b29"
"720","fresh-dual-v1-0720","1","peak","peak","0","Americans","0","1","118,73","37,73","0","0","0","peak:peak:0:0:0","3766000000","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"721","fresh-dual-v1-0721","1","peak","peak","0","Americans","0","1","118,73","37,73","1","0","0","peak:peak:0:0:0","3766000000","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"722","fresh-dual-v1-0722","1","peak","peak","0","Americans","0","1","118,73","37,73","0","1","1","peak:peak:0:0:1","3766000001","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"723","fresh-dual-v1-0723","1","peak","peak","0","Americans","0","1","118,73","37,73","1","1","1","peak:peak:0:0:1","3766000001","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"724","fresh-dual-v1-0724","1","peak","peak","0","Americans","0","1","118,73","37,73","0","2","2","peak:peak:0:0:2","3766000002","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"725","fresh-dual-v1-0725","1","peak","peak","0","Americans","0","1","118,73","37,73","1","2","2","peak:peak:0:0:2","3766000002","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"726","fresh-dual-v1-0726","1","peak","peak","0","Americans","0","1","118,73","37,73","0","3","3","peak:peak:0:0:3","3766000003","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"727","fresh-dual-v1-0727","1","peak","peak","0","Americans","0","1","118,73","37,73","1","3","3","peak:peak:0:0:3","3766000003","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"728","fresh-dual-v1-0728","1","peak","peak","0","Americans","0","1","118,73","37,73","0","4","4","peak:peak:0:0:4","3766000004","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"729","fresh-dual-v1-0729","1","peak","peak","0","Americans","0","1","118,73","37,73","1","4","4","peak:peak:0:0:4","3766000004","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"730","fresh-dual-v1-0730","1","peak","peak","0","Americans","1","0","37,73","118,73","0","0","5","peak:peak:0:1:0","3766000005","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"731","fresh-dual-v1-0731","1","peak","peak","0","Americans","1","0","37,73","118,73","1","0","5","peak:peak:0:1:0","3766000005","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"732","fresh-dual-v1-0732","1","peak","peak","0","Americans","1","0","37,73","118,73","0","1","6","peak:peak:0:1:1","3766000006","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"733","fresh-dual-v1-0733","1","peak","peak","0","Americans","1","0","37,73","118,73","1","1","6","peak:peak:0:1:1","3766000006","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"734","fresh-dual-v1-0734","1","peak","peak","0","Americans","1","0","37,73","118,73","0","2","7","peak:peak:0:1:2","3766000007","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"735","fresh-dual-v1-0735","1","peak","peak","0","Americans","1","0","37,73","118,73","1","2","7","peak:peak:0:1:2","3766000007","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"736","fresh-dual-v1-0736","1","peak","peak","0","Americans","1","0","37,73","118,73","0","3","8","peak:peak:0:1:3","3766000008","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"737","fresh-dual-v1-0737","1","peak","peak","0","Americans","1","0","37,73","118,73","1","3","8","peak:peak:0:1:3","3766000008","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"738","fresh-dual-v1-0738","1","peak","peak","0","Americans","1","0","37,73","118,73","0","4","9","peak:peak:0:1:4","3766000009","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"739","fresh-dual-v1-0739","1","peak","peak","0","Americans","1","0","37,73","118,73","1","4","9","peak:peak:0:1:4","3766000009","37,73","118,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"740","fresh-dual-v1-0740","1","peak","peak","1","Alliance","0","1","118,73","37,73","0","0","10","peak:peak:1:0:0","3766000010","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"741","fresh-dual-v1-0741","1","peak","peak","1","Alliance","0","1","118,73","37,73","1","0","10","peak:peak:1:0:0","3766000010","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"742","fresh-dual-v1-0742","1","peak","peak","1","Alliance","0","1","118,73","37,73","0","1","11","peak:peak:1:0:1","3766000011","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"743","fresh-dual-v1-0743","1","peak","peak","1","Alliance","0","1","118,73","37,73","1","1","11","peak:peak:1:0:1","3766000011","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"744","fresh-dual-v1-0744","1","peak","peak","1","Alliance","0","1","118,73","37,73","0","2","12","peak:peak:1:0:2","3766000012","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"745","fresh-dual-v1-0745","1","peak","peak","1","Alliance","0","1","118,73","37,73","1","2","12","peak:peak:1:0:2","3766000012","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"746","fresh-dual-v1-0746","1","peak","peak","1","Alliance","0","1","118,73","37,73","0","3","13","peak:peak:1:0:3","3766000013","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
"747","fresh-dual-v1-0747","1","peak","peak","1","Alliance","0","1","118,73","37,73","1","3","13","peak:peak:1:0:3","3766000013","118,73","37,73","0","24651418","ded94549bf0a3d06a92e8cb47ca32647369f6eb9223c10d767268007d6501673"
